Tag	dynamicColors	mergedColors
ENKUR	magenta	magenta
ENO1	turquoise	turquoise
ENO2	grey	grey
ENO3	brown	brown
ENOPH1	turquoise	turquoise
ENOSF1	green	green
ENOX1	pink	pink
ENOX2	salmon	salmon
ENPEP	pink	pink
ENPP1	pink	pink
ENPP2	tan	tan
ENPP3	magenta	magenta
ENPP4	turquoise	turquoise
ENPP5	turquoise	turquoise
ENSA	brown	brown
ENTPD1	brown	brown
ENTPD2	grey	grey
ENTPD3	turquoise	turquoise
ENTPD4	blue	blue
ENTPD5	blue	blue
ENTPD6	grey	grey
ENTPD7	blue	blue
ENTPD8	grey	grey
ENY2	purple	purple
EOGT	tan	tan
EOMES	greenyellow	greenyellow
EP300	blue	blue
EP400	blue	blue
EPAS1	tan	tan
EPB41	blue	blue
EPB41L1	purple	purple
EPB41L2	brown	brown
EPB41L3	brown	brown
EPB41L4A	blue	blue
EPB41L4B	grey	grey
EPB41L5	blue	blue
EPC1	green	green
EPC2	blue	blue
EPCAM	brown	brown
EPDR1	turquoise	turquoise
EPG5	blue	blue
EPHA1	grey	grey
EPHA10	grey	grey
EPHA2	grey	grey
EPHA3	tan	tan
EPHA4	turquoise	turquoise
EPHB1	grey	grey
EPHB2	brown	brown
EPHB3	grey	grey
EPHB4	red	lightcyan
EPHB6	brown	brown
EPHX1	turquoise	turquoise
EPHX2	turquoise	turquoise
EPHX3	grey	grey
EPHX4	grey	grey
EPM2A	blue	blue
EPM2AIP1	green	green
EPN1	lightcyan	lightcyan
EPN2	grey	grey
EPN3	brown	brown
EPOR	yellow	yellow
EPPK1	grey	grey
EPRS	blue	blue
EPS15	blue	blue
EPS15L1	red	lightcyan
EPS8	turquoise	turquoise
EPS8L1	lightcyan	lightcyan
EPS8L2	cyan	black
EPSTI1	greenyellow	greenyellow
EPYC	pink	pink
ERAL1	black	black
ERAP1	brown	brown
ERAP2	greenyellow	greenyellow
ERBB2	grey	grey
ERBB3	grey	grey
ERBIN	midnightblue	midnightblue
ERC1	blue	blue
ERCC1	black	black
ERCC2	lightcyan	lightcyan
ERCC3	turquoise	turquoise
ERCC4	blue	blue
ERCC5	blue	blue
ERCC6	blue	blue
ERCC6L	turquoise	turquoise
ERCC6L2	blue	blue
ERCC8	midnightblue	midnightblue
EREG	grey	grey
ERF	lightcyan	lightcyan
ERG	tan	tan
ERGIC1	turquoise	turquoise
ERGIC2	turquoise	turquoise
ERGIC3	blue	blue
ERH	purple	purple
ERI1	turquoise	turquoise
ERI2	blue	blue
ERI3	black	black
ERICH1	green	green
ERICH2	turquoise	turquoise
ERICH5	grey	grey
ERLEC1	turquoise	turquoise
ERLIN1	turquoise	turquoise
ERLIN2	grey	grey
ERMAP	turquoise	turquoise
ERMARD	green	green
ERMP1	salmon	salmon
ERN1	blue	blue
ERN2	turquoise	turquoise
ERO1A	turquoise	turquoise
ERO1B	grey	grey
ERP27	turquoise	turquoise
ERP29	midnightblue	midnightblue
ERP44	grey	grey
ERRFI1	grey	grey
ERV3-1	green	green
ERVMER34-1	turquoise	turquoise
ESAM	turquoise	turquoise
ESCO1	blue	blue
ESCO2	turquoise	turquoise
ESD	purple	purple
ESF1	blue	blue
ESM1	pink	pink
ESPL1	turquoise	turquoise
ESPN	grey	grey
ESPNL	grey	grey
ESR1	grey	grey
ESRP1	brown	brown
ESRP2	yellow	yellow
ESRRA	black	black
ESYT1	brown	brown
ESYT2	grey	grey
ESYT3	turquoise	turquoise
ETAA1	green	green
ETF1	midnightblue	midnightblue
ETFA	purple	purple
ETFB	blue	blue
ETFDH	grey	grey
ETHE1	blue	blue
ETNK1	turquoise	turquoise
ETNK2	grey	grey
ETS1	brown	brown
ETS2	turquoise	turquoise
ETV1	turquoise	turquoise
ETV2	black	black
ETV3	blue	blue
ETV4	grey	grey
ETV5	turquoise	turquoise
ETV6	blue	blue
ETV7	brown	brown
EVA1A	turquoise	turquoise
EVA1B	black	black
EVA1C	turquoise	turquoise
EVC	blue	blue
EVC2	blue	blue
EVI2A	brown	brown
EVI2B	brown	brown
EVI5	blue	blue
EVI5L	red	lightcyan
EVL	greenyellow	greenyellow
EVPL	red	lightcyan
EVPLL	yellow	yellow
EWSR1	yellow	yellow
EXD2	blue	blue
EXD3	yellow	yellow
EXO1	turquoise	turquoise
EXO5	grey	grey
EXOC1	turquoise	turquoise
EXOC2	blue	blue
EXOC3	turquoise	turquoise
EXOC3L1	tan	tan
EXOC3L2	pink	pink
EXOC3L4	greenyellow	greenyellow
EXOC4	blue	blue
EXOC5	blue	blue
EXOC6	blue	blue
EXOC6B	blue	blue
EXOC7	yellow	yellow
EXOC8	blue	blue
EXOG	green	green
EXOSC1	purple	purple
EXOSC10	turquoise	turquoise
EXOSC2	turquoise	turquoise
EXOSC3	turquoise	turquoise
EXOSC4	lightyellow	lightyellow
EXOSC5	black	black
EXOSC6	grey	grey
EXOSC7	purple	purple
EXOSC8	turquoise	turquoise
EXOSC9	turquoise	turquoise
EXPH5	blue	blue
EXT1	grey	grey
EXT2	yellow	yellow
EXTL2	blue	blue
EXTL3	grey	grey
EYA1	magenta	magenta
EYA2	magenta	magenta
EYA3	blue	blue
EZH1	green	green
EZH2	turquoise	turquoise
EZR	grey	grey
F10	tan	tan
F11R	grey	grey
F12	black	black
F13A1	brown	brown
F2R	pink	pink
F2RL1	grey	grey
F2RL2	grey	grey
F2RL3	tan	tan
F3	grey	grey
F5	grey	grey
F8	tan	tan
F8A1	grey	grey
FA2H	grey	grey
FAAH	yellow	yellow
FAAH2	grey	grey
FAAP100	red	lightcyan
FAAP20	cyan	black
FAAP24	turquoise	turquoise
FABP3	brown	brown
FABP4	brown	brown
FABP5	brown	brown
FABP6	magenta	magenta
FADD	black	black
FADS1	turquoise	turquoise
FADS2	turquoise	turquoise
FADS3	red	lightcyan
FAF1	turquoise	turquoise
FAF2	midnightblue	midnightblue
FAH	grey	grey
FAHD1	cyan	black
FAHD2A	yellow	yellow
FAHD2B	grey	grey
FAIM	magenta	magenta
FAIM2	grey	grey
FAM102A	red	lightcyan
FAM102B	brown	brown
FAM104A	turquoise	turquoise
FAM104B	magenta	magenta
FAM107A	tan	tan
FAM107B	turquoise	turquoise
FAM110A	red	lightcyan
FAM110B	grey	grey
FAM110C	lightgreen	lightgreen
FAM110D	tan	tan
FAM111A	green	green
FAM111B	turquoise	turquoise
FAM114A1	grey	grey
FAM114A2	midnightblue	midnightblue
FAM117A	turquoise	turquoise
FAM117B	blue	blue
FAM118A	yellow	yellow
FAM118B	grey	grey
FAM120A	blue	blue
FAM120AOS	grey	grey
FAM120B	blue	blue
FAM120C	blue	blue
FAM122B	green	green
FAM122C	green	green
FAM124B	tan	tan
FAM126A	blue	blue
FAM126B	green	green
FAM131A	turquoise	turquoise
FAM133B	blue	blue
FAM135A	blue	blue
FAM136A	turquoise	turquoise
FAM13A	grey	grey
FAM13B	midnightblue	midnightblue
FAM13C	tan	tan
FAM149A	turquoise	turquoise
FAM149B1	blue	blue
FAM155A	grey	grey
FAM155B	grey	grey
FAM160A1	blue	blue
FAM160A2	yellow	yellow
FAM160B1	blue	blue
FAM160B2	yellow	yellow
FAM161A	turquoise	turquoise
FAM161B	blue	blue
FAM162A	turquoise	turquoise
FAM162B	tan	tan
FAM166B	magenta	magenta
FAM167A	turquoise	turquoise
FAM167B	tan	tan
FAM168A	blue	blue
FAM168B	blue	blue
FAM169A	salmon	salmon
FAM171A1	grey	grey
FAM171A2	turquoise	turquoise
FAM171B	salmon	salmon
FAM172A	midnightblue	midnightblue
FAM174A	magenta	magenta
FAM174B	brown	brown
FAM177A1	turquoise	turquoise
FAM177B	grey	grey
FAM178B	grey	grey
FAM180A	pink	pink
FAM183A	magenta	magenta
FAM184A	green	green
FAM185A	green	green
FAM189A2	turquoise	turquoise
FAM189B	red	lightcyan
FAM192A	yellow	yellow
FAM193A	blue	blue
FAM193B	yellow	yellow
FAM199X	blue	blue
FAM200A	turquoise	turquoise
FAM200B	green	green
FAM204A	turquoise	turquoise
FAM207A	cyan	black
FAM20A	turquoise	turquoise
FAM20B	blue	blue
FAM20C	pink	pink
FAM210A	turquoise	turquoise
FAM210B	turquoise	turquoise
FAM214A	blue	blue
FAM214B	red	lightcyan
FAM216A	turquoise	turquoise
FAM216B	magenta	magenta
FAM217B	grey	grey
FAM218A	green	green
FAM219A	red	lightcyan
FAM219B	yellow	yellow
FAM220A	turquoise	turquoise
FAM221A	green	green
FAM222A	turquoise	turquoise
FAM222B	blue	blue
FAM227A	magenta	magenta
FAM228B	green	green
FAM229A	yellow	yellow
FAM229B	magenta	magenta
FAM234A	cyan	black
FAM234B	blue	blue
FAM24B	turquoise	turquoise
FAM32A	black	black
FAM3A	black	black
FAM3B	grey	grey
FAM3C	grey	grey
FAM3D	magenta	magenta
FAM43A	tan	tan
FAM49A	brown	brown
FAM49B	turquoise	turquoise
FAM50A	black	black
FAM50B	grey	grey
FAM53A	lightyellow	lightyellow
FAM53B	greenyellow	greenyellow
FAM53C	midnightblue	midnightblue
FAM71E1	brown	brown
FAM71F2	green	green
FAM72B	turquoise	turquoise
FAM72D	turquoise	turquoise
FAM76A	green	green
FAM76B	green	green
FAM78A	greenyellow	greenyellow
FAM81A	magenta	magenta
FAM81B	magenta	magenta
FAM83A	grey	grey
FAM83B	grey	grey
FAM83D	turquoise	turquoise
FAM83E	yellow	yellow
FAM83F	turquoise	turquoise
FAM83G	lightcyan	lightcyan
FAM83H	lightyellow	lightyellow
FAM86B1	magenta	magenta
FAM86C1	brown	brown
FAM89A	grey	grey
FAM89B	black	black
FAM8A1	turquoise	turquoise
FAM90A1	grey	grey
FAM91A1	salmon	salmon
FAM92B	magenta	magenta
FAM95C	green	green
FAM98A	turquoise	turquoise
FAM98B	blue	blue
FAM98C	black	black
FAN1	blue	blue
FANCA	turquoise	turquoise
FANCB	turquoise	turquoise
FANCC	blue	blue
FANCD2	turquoise	turquoise
FANCE	turquoise	turquoise
FANCF	turquoise	turquoise
FANCG	turquoise	turquoise
FANCI	turquoise	turquoise
FANCL	green	green
FANCM	blue	blue
FANK1	magenta	magenta
FAP	pink	pink
FAR1	green	green
FAR2	brown	brown
FARP1	blue	blue
FARP2	blue	blue
FARS2	purple	purple
FARSA	black	black
FARSB	turquoise	turquoise
FAS	brown	brown
FASLG	greenyellow	greenyellow
FASN	lightcyan	lightcyan
FASTK	cyan	black
FASTKD1	green	green
FASTKD2	turquoise	turquoise
FASTKD3	turquoise	turquoise
FASTKD5	grey	grey
FAT1	blue	blue
FAT4	tan	tan
FATE1	turquoise	turquoise
FAU	purple	purple
FAXC	grey	grey
FAXDC2	grey	grey
FBF1	yellow	yellow
FBL	black	black
FBLIM1	pink	pink
FBLN1	pink	pink
FBLN2	pink	pink
FBLN5	tan	tan
FBLN7	turquoise	turquoise
FBN1	pink	pink
FBP1	turquoise	turquoise
FBRS	red	lightcyan
FBRSL1	lightcyan	lightcyan
FBXL12	red	lightcyan
FBXL14	turquoise	turquoise
FBXL15	black	black
FBXL16	grey	grey
FBXL17	midnightblue	midnightblue
FBXL18	turquoise	turquoise
FBXL19	red	lightcyan
FBXL2	green	green
FBXL20	blue	blue
FBXL3	midnightblue	midnightblue
FBXL4	blue	blue
FBXL5	red	lightcyan
FBXL6	lightyellow	lightyellow
FBXL7	pink	pink
FBXL8	yellow	yellow
FBXO10	greenyellow	greenyellow
FBXO11	blue	blue
FBXO16	grey	grey
FBXO17	turquoise	turquoise
FBXO2	grey	grey
FBXO21	salmon	salmon
FBXO22	grey	grey
FBXO25	turquoise	turquoise
FBXO27	grey	grey
FBXO28	blue	blue
FBXO3	blue	blue
FBXO30	salmon	salmon
FBXO31	yellow	yellow
FBXO32	pink	pink
FBXO33	blue	blue
FBXO34	green	green
FBXO36	magenta	magenta
FBXO38	midnightblue	midnightblue
FBXO4	turquoise	turquoise
FBXO41	red	lightcyan
FBXO42	blue	blue
FBXO44	yellow	yellow
FBXO45	salmon	salmon
FBXO46	lightcyan	lightcyan
FBXO48	blue	blue
FBXO5	turquoise	turquoise
FBXO6	black	black
FBXO7	grey	grey
FBXO8	red	lightcyan
FBXO9	green	green
FBXW11	midnightblue	midnightblue
FBXW2	blue	blue
FBXW4	turquoise	turquoise
FBXW5	cyan	black
FBXW7	blue	blue
FBXW8	blue	blue
FBXW9	black	black
FCER1A	brown	brown
FCER1G	brown	brown
FCER2	greenyellow	greenyellow
FCF1	blue	blue
FCGBP	brown	brown
FCGR1A	brown	brown
FCGR1B	brown	brown
FCGR2A	brown	brown
FCGR2B	brown	brown
FCGR3A	brown	brown
FCGR3B	brown	brown
FCGRT	turquoise	turquoise
FCHO1	brown	brown
FCHO2	midnightblue	midnightblue
FCHSD1	yellow	yellow
FCHSD2	brown	brown
FCMR	greenyellow	greenyellow
FCN1	brown	brown
FCN3	tan	tan
FCRL1	greenyellow	greenyellow
FCRL2	greenyellow	greenyellow
FCRL3	greenyellow	greenyellow
FCRL5	greenyellow	greenyellow
FCRL6	greenyellow	greenyellow
FCRLA	greenyellow	greenyellow
FCRLB	brown	brown
FDCSP	greenyellow	greenyellow
FDFT1	grey	grey
FDPS	black	black
FDX1	grey	grey
FDXACB1	grey	grey
FDXR	cyan	black
FECH	lightgreen	lightgreen
FEM1B	blue	blue
FEM1C	midnightblue	midnightblue
FEN1	turquoise	turquoise
FER	midnightblue	midnightblue
FERMT1	grey	grey
FERMT2	pink	pink
FERMT3	brown	brown
FES	yellow	yellow
FEZ1	tan	tan
FEZ2	blue	blue
FEZF1	grey	grey
FFAR2	grey	grey
FFAR4	brown	brown
FGA	grey	grey
FGB	grey	grey
FGD1	turquoise	turquoise
FGD2	brown	brown
FGD3	greenyellow	greenyellow
FGD4	black	black
FGD5	tan	tan
FGD6	blue	blue
FGF1	pink	pink
FGF13	grey	grey
FGF18	grey	grey
FGF2	brown	brown
FGF7	pink	pink
FGF9	grey	grey
FGFBP1	grey	grey
FGFBP2	grey	grey
FGFBP3	yellow	yellow
FGFR1	pink	pink
FGFR1OP	green	green
FGFR1OP2	turquoise	turquoise
FGFR2	tan	tan
FGFR3	turquoise	turquoise
FGFR4	grey	grey
FGFRL1	grey	grey
FGG	grey	grey
FGGY	grey	grey
FGL1	grey	grey
FGL2	brown	brown
FGR	brown	brown
FH	brown	brown
FHAD1	magenta	magenta
FHDC1	grey	grey
FHIT	grey	grey
FHL1	tan	tan
FHL2	pink	pink
FHL3	pink	pink
FHL5	tan	tan
FHOD1	yellow	yellow
FHOD3	pink	pink
FIBCD1	grey	grey
FIBIN	pink	pink
FIBP	black	black
FICD	grey	grey
FIG4	brown	brown
FIGN	turquoise	turquoise
FIGNL1	turquoise	turquoise
FILIP1	grey	grey
FILIP1L	pink	pink
FIP1L1	turquoise	turquoise
FIS1	black	black
FITM2	grey	grey
FIZ1	lightcyan	lightcyan
FJX1	pink	pink
FKBP10	turquoise	turquoise
FKBP11	greenyellow	greenyellow
FKBP14	turquoise	turquoise
FKBP15	brown	brown
FKBP1A	grey	grey
FKBP1B	grey	grey
FKBP2	black	black
FKBP3	turquoise	turquoise
FKBP4	turquoise	turquoise
FKBP5	turquoise	turquoise
FKBP7	pink	pink
FKBP8	black	black
FKBP9	pink	pink
FKBPL	black	black
FKRP	lightcyan	lightcyan
FKTN	blue	blue
FLAD1	black	black
FLCN	yellow	yellow
FLI1	brown	brown
FLII	red	lightcyan
FLNA	brown	brown
FLNB	blue	blue
FLNC	pink	pink
FLOT1	blue	blue
FLOT2	black	black
FLRT2	pink	pink
FLRT3	turquoise	turquoise
FLT1	pink	pink
FLT3	greenyellow	greenyellow
FLT3LG	greenyellow	greenyellow
FLT4	tan	tan
FLVCR1	brown	brown
FLVCR2	brown	brown
FLYWCH1	cyan	black
FLYWCH2	cyan	black
FMN1	black	black
FMNL1	brown	brown
FMNL2	blue	blue
FMNL3	brown	brown
FMO1	pink	pink
FMO2	tan	tan
FMO3	tan	tan
FMO4	turquoise	turquoise
FMO5	turquoise	turquoise
FMOD	pink	pink
FMR1	blue	blue
FN1	pink	pink
FN3K	brown	brown
FN3KRP	black	black
FNBP1	greenyellow	greenyellow
FNBP1L	blue	blue
FNBP4	green	green
FNDC1	pink	pink
FNDC3A	black	black
FNDC3B	salmon	salmon
FNDC4	grey	grey
FNDC5	grey	grey
FNIP1	midnightblue	midnightblue
FNIP2	midnightblue	midnightblue
FNTA	turquoise	turquoise
FNTB	grey	grey
FOCAD	blue	blue
FOLH1	grey	grey
FOLR1	turquoise	turquoise
FOLR2	brown	brown
FOPNL	grey	grey
FOS	turquoise	turquoise
FOSB	tan	tan
FOSL1	turquoise	turquoise
FOSL2	grey	grey
FOXA1	grey	grey
FOXA2	turquoise	turquoise
FOXA3	grey	grey
FOXC1	grey	grey
FOXC2	grey	grey
FOXD2	grey	grey
FOXE1	grey	grey
FOXF1	tan	tan
FOXF2	tan	tan
FOXJ1	magenta	magenta
FOXJ2	turquoise	turquoise
FOXJ3	blue	blue
FOXK1	turquoise	turquoise
FOXK2	turquoise	turquoise
FOXL1	grey	grey
FOXM1	turquoise	turquoise
FOXN2	salmon	salmon
FOXN3	blue	blue
FOXO1	turquoise	turquoise
FOXO3	blue	blue
FOXO4	grey	grey
FOXO6	grey	grey
FOXP1	black	black
FOXP2	blue	blue
FOXP3	greenyellow	greenyellow
FOXP4	red	lightcyan
FOXQ1	turquoise	turquoise
FOXRED1	yellow	yellow
FOXRED2	turquoise	turquoise
FOXS1	tan	tan
FPGS	cyan	black
FPGT	red	lightcyan
FPR1	brown	brown
FPR2	brown	brown
FPR3	brown	brown
FRA10AC1	green	green
FRAS1	blue	blue
FRAT1	brown	brown
FRAT2	brown	brown
FREM1	greenyellow	greenyellow
FREM2	blue	blue
FRG1	purple	purple
FRK	purple	purple
FRMD3	blue	blue
FRMD4A	brown	brown
FRMD4B	brown	brown
FRMD5	turquoise	turquoise
FRMD6	pink	pink
FRMD8	red	lightcyan
FRMPD3	grey	grey
FRRS1	salmon	salmon
FRS2	blue	blue
FRS3	yellow	yellow
FRY	black	black
FRYL	blue	blue
FRZB	tan	tan
FSCN1	pink	pink
FSCN2	yellow	yellow
FSD1L	green	green
FST	grey	grey
FSTL1	pink	pink
FSTL3	pink	pink
FSTL4	grey	grey
FTCDNL1	grey	grey
FTH1	lightgreen	lightgreen
FTL	lightgreen	lightgreen
FTO	blue	blue
FTSJ1	black	black
FTSJ3	red	lightcyan
FUBP1	turquoise	turquoise
FUBP3	blue	blue
FUCA1	turquoise	turquoise
FUCA2	turquoise	turquoise
FUNDC1	purple	purple
FUNDC2	purple	purple
FUOM	brown	brown
FURIN	brown	brown
FUS	red	lightcyan
FUT1	grey	grey
FUT10	black	black
FUT11	pink	pink
FUT2	grey	grey
FUT3	grey	grey
FUT4	grey	grey
FUT6	grey	grey
FUT7	greenyellow	greenyellow
FUT8	grey	grey
FUZ	magenta	magenta
FXN	grey	grey
FXR1	salmon	salmon
FXR2	lightcyan	lightcyan
FXYD1	tan	tan
FXYD3	blue	blue
FXYD4	brown	brown
FXYD5	brown	brown
FXYD6	tan	tan
FYCO1	blue	blue
FYN	greenyellow	greenyellow
FYTTD1	salmon	salmon
FZD1	pink	pink
FZD10	grey	grey
FZD2	pink	pink
FZD3	blue	blue
FZD4	tan	tan
FZD5	blue	blue
FZD6	grey	grey
FZD7	pink	pink
FZD8	grey	grey
FZD9	grey	grey
FZR1	red	lightcyan
G0S2	brown	brown
G2E3	turquoise	turquoise
G3BP1	midnightblue	midnightblue
G3BP2	salmon	salmon
G6PC3	cyan	black
G6PD	lightgreen	lightgreen
GAA	red	lightcyan
GAB1	blue	blue
GAB2	blue	blue
GAB3	greenyellow	greenyellow
GABARAP	blue	blue
GABARAPL1	lightgreen	lightgreen
GABARAPL2	red	lightcyan
GABBR1	yellow	yellow
GABBR2	grey	grey
GABPA	blue	blue
GABPB1	blue	blue
GABPB2	green	green
GABRB3	grey	grey
GABRD	pink	pink
GABRE	yellow	yellow
GABRP	magenta	magenta
GAD1	grey	grey
GADD45A	grey	grey
GADD45B	grey	grey
GADD45G	black	black
GADD45GIP1	black	black
GAK	yellow	yellow
GAL	turquoise	turquoise
GAL3ST1	grey	grey
GAL3ST4	brown	brown
GALC	brown	brown
GALE	cyan	black
GALK1	black	black
GALK2	blue	blue
GALM	grey	grey
GALNS	purple	purple
GALNT1	grey	grey
GALNT10	turquoise	turquoise
GALNT11	turquoise	turquoise
GALNT12	turquoise	turquoise
GALNT13	turquoise	turquoise
GALNT14	turquoise	turquoise
GALNT15	pink	pink
GALNT18	turquoise	turquoise
GALNT2	grey	grey
GALNT3	grey	grey
GALNT5	purple	purple
GALNT6	turquoise	turquoise
GALNT7	grey	grey
GALT	yellow	yellow
GAMT	black	black
GAN	blue	blue
GANAB	turquoise	turquoise
GANC	turquoise	turquoise
GAPDH	turquoise	turquoise
GAPT	brown	brown
GAPVD1	blue	blue
GAR1	turquoise	turquoise
GAREM1	blue	blue
GAREM2	turquoise	turquoise
GARNL3	green	green
GARS	turquoise	turquoise
GART	turquoise	turquoise
GAS1	pink	pink
GAS2	grey	grey
GAS2L1	red	lightcyan
GAS2L2	magenta	magenta
GAS2L3	turquoise	turquoise
GAS6	tan	tan
GAS7	pink	pink
GAS8	yellow	yellow
GATA2	grey	grey
GATA3	greenyellow	greenyellow
GATA5	tan	tan
GATA6	tan	tan
GATAD1	blue	blue
GATAD2A	red	lightcyan
GATAD2B	blue	blue
GATB	grey	grey
GATC	turquoise	turquoise
GATM	grey	grey
GBA	black	black
GBA2	yellow	yellow
GBE1	grey	grey
GBF1	blue	blue
GBGT1	brown	brown
GBP1	greenyellow	greenyellow
GBP2	greenyellow	greenyellow
GBP3	brown	brown
GBP4	greenyellow	greenyellow
GBP5	greenyellow	greenyellow
GBP6	magenta	magenta
GCA	brown	brown
GCAT	black	black
GCC1	blue	blue
GCC2	blue	blue
GCDH	black	black
GCFC2	green	green
GCH1	turquoise	turquoise
GCHFR	blue	blue
GCLC	lightgreen	lightgreen
GCLM	lightgreen	lightgreen
GCN1	salmon	salmon
GCNT1	grey	grey
GCNT2	lightgreen	lightgreen
GCNT3	grey	grey
GCNT4	magenta	magenta
GCSAM	greenyellow	greenyellow
GCSH	brown	brown
GDAP1	blue	blue
GDAP2	blue	blue
GDE1	turquoise	turquoise
GDF10	tan	tan
GDF11	blue	blue
GDF15	turquoise	turquoise
GDF5	grey	grey
GDI1	red	lightcyan
GDI2	turquoise	turquoise
GDPD1	grey	grey
GDPD3	yellow	yellow
GDPD5	yellow	yellow
GDPGP1	grey	grey
GEM	grey	grey
GEMIN2	turquoise	turquoise
GEMIN4	grey	grey
GEMIN5	midnightblue	midnightblue
GEMIN6	purple	purple
GEMIN7	black	black
GEMIN8	yellow	yellow
GEN1	turquoise	turquoise
GET4	turquoise	turquoise
GFER	cyan	black
GFI1	greenyellow	greenyellow
GFM1	salmon	salmon
GFM2	midnightblue	midnightblue
GFOD1	tan	tan
GFOD2	blue	blue
GFPT1	brown	brown
GFPT2	pink	pink
GFRA1	tan	tan
GFRA3	turquoise	turquoise
GGA1	yellow	yellow
GGA2	brown	brown
GGA3	yellow	yellow
GGACT	grey	grey
GGCT	turquoise	turquoise
GGCX	turquoise	turquoise
GGH	turquoise	turquoise
GGNBP2	blue	blue
GGPS1	grey	grey
GGT1	grey	grey
GGT5	pink	pink
GGT6	turquoise	turquoise
GGT7	yellow	yellow
GGTLC1	turquoise	turquoise
GHDC	salmon	salmon
GHITM	turquoise	turquoise
GHR	tan	tan
GHRL	greenyellow	greenyellow
GID4	blue	blue
GID8	green	green
GIGYF1	yellow	yellow
GIGYF2	blue	blue
GIMAP1	brown	brown
GIMAP2	brown	brown
GIMAP4	brown	brown
GIMAP5	greenyellow	greenyellow
GIMAP6	brown	brown
GIMAP7	brown	brown
GIMAP8	brown	brown
GIN1	midnightblue	midnightblue
GINM1	grey	grey
GINS1	turquoise	turquoise
GINS2	turquoise	turquoise
GINS3	turquoise	turquoise
GINS4	turquoise	turquoise
GIPC1	red	lightcyan
GIPC2	magenta	magenta
GIPC3	tan	tan
GIPR	yellow	yellow
GIT1	lightcyan	lightcyan
GIT2	blue	blue
GJA1	pink	pink
GJA4	tan	tan
GJA5	pink	pink
GJB1	turquoise	turquoise
GJB2	pink	pink
GJB3	grey	grey
GJB5	grey	grey
GJB6	grey	grey
GJC1	pink	pink
GJC2	tan	tan
GK	grey	grey
GK5	green	green
GKAP1	green	green
GKN2	turquoise	turquoise
GLA	turquoise	turquoise
GLB1	grey	grey
GLB1L	magenta	magenta
GLB1L2	turquoise	turquoise
GLB1L3	turquoise	turquoise
GLCCI1	green	green
GLCE	grey	grey
GLDC	turquoise	turquoise
GLDN	brown	brown
GLE1	blue	blue
GLG1	purple	purple
GLI1	tan	tan
GLI2	pink	pink
GLI3	pink	pink
GLI4	lightyellow	lightyellow
GLIPR1	brown	brown
GLIPR2	brown	brown
GLIS2	pink	pink
GLIS3	midnightblue	midnightblue
GLMN	turquoise	turquoise
GLMP	black	black
GLO1	purple	purple
GLOD4	grey	grey
GLOD5	turquoise	turquoise
GLRB	grey	grey
GLRX	brown	brown
GLRX2	purple	purple
GLRX3	turquoise	turquoise
GLRX5	turquoise	turquoise
GLS	brown	brown
GLT1D1	grey	grey
GLT8D1	magenta	magenta
GLT8D2	pink	pink
GLTP	grey	grey
GLTPD2	grey	grey
GLUD1	yellow	yellow
GLUD2	grey	grey
GLUL	grey	grey
GLYCTK	yellow	yellow
GLYR1	blue	blue
GM2A	brown	brown
GMCL1	salmon	salmon
GMDS	grey	grey
GMEB1	blue	blue
GMEB2	lightcyan	lightcyan
GMFB	salmon	salmon
GMFG	brown	brown
GMIP	brown	brown
GMNN	turquoise	turquoise
GMPPA	black	black
GMPPB	cyan	black
GMPR	turquoise	turquoise
GMPR2	purple	purple
GMPS	turquoise	turquoise
GNA11	red	lightcyan
GNA12	turquoise	turquoise
GNA13	salmon	salmon
GNA14	turquoise	turquoise
GNA15	brown	brown
GNAI1	grey	grey
GNAI2	brown	brown
GNAI3	salmon	salmon
GNAL	grey	grey
GNAO1	brown	brown
GNAQ	black	black
GNAS	grey	grey
GNAZ	magenta	magenta
GNB1	grey	grey
GNB1L	black	black
GNB2	cyan	black
GNB3	yellow	yellow
GNB4	brown	brown
GNB5	grey	grey
GNE	blue	blue
GNG10	brown	brown
GNG11	grey	grey
GNG12	lightyellow	lightyellow
GNG2	brown	brown
GNG3	green	green
GNG4	turquoise	turquoise
GNG5	blue	blue
GNG7	turquoise	turquoise
GNG8	greenyellow	greenyellow
GNGT1	grey	grey
GNGT2	brown	brown
GNL1	red	lightcyan
GNL2	turquoise	turquoise
GNL3	purple	purple
GNL3L	blue	blue
GNLY	greenyellow	greenyellow
GNMT	turquoise	turquoise
GNPAT	grey	grey
GNPDA1	grey	grey
GNPDA2	midnightblue	midnightblue
GNPNAT1	turquoise	turquoise
GNPTAB	blue	blue
GNPTG	cyan	black
GNRH1	green	green
GNS	grey	grey
GOLGA1	blue	blue
GOLGA2	red	lightcyan
GOLGA3	blue	blue
GOLGA4	blue	blue
GOLGA5	grey	grey
GOLGA6L9	green	green
GOLGA7	turquoise	turquoise
GOLGA7B	grey	grey
GOLGA8A	yellow	yellow
GOLGB1	blue	blue
GOLIM4	salmon	salmon
GOLM1	grey	grey
GOLPH3	turquoise	turquoise
GOLPH3L	turquoise	turquoise
GOLT1A	grey	grey
GOLT1B	turquoise	turquoise
GON4L	blue	blue
GOPC	blue	blue
GORAB	green	green
GORASP1	red	lightcyan
GORASP2	brown	brown
GOSR1	blue	blue
GOSR2	turquoise	turquoise
GOT1	grey	grey
GOT2	brown	brown
GP1BA	greenyellow	greenyellow
GPA33	grey	grey
GPAA1	lightyellow	lightyellow
